pin,slack
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[3]:C,17381
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/pcable_shift_RNO[3]:Y,17288
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RVALID_M_int_4:A,15453
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RVALID_M_int_4:B,17537
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RVALID_M_int_4:Y,15453
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNI03P48[29]:B,13452
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNI03P48[29]:FCI,12833
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNI03P48[29]:FCO,12833
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr_RNI03P48[29]:S,12852
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/CFG_26:C,18709
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/CFG_26:IPC,18709
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rw_p.rwable_shift_7[4]:A,17598
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rw_p.rwable_shift_7[4]:B,17282
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rw_p.rwable_shift_7[4]:C,15123
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.0.openbank_r1_i/rw_p.rwable_shift_7[4]:Y,15123
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_215:IPB,
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[40]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[40]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[40]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[40]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[40]:SLn,9115
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/wr_curr_state_ns_0[2]:A,16372
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/wr_curr_state_ns_0[2]:B,16303
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/wr_curr_state_ns_0[2]:C,14201
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/wr_curr_state_ns_0[2]:D,16006
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wa_channel/genblk1.inst_wrmatrix_4Mto1S/UWA_ARBITER/wr_curr_state_ns_0[2]:Y,14201
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[13]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[13]:CLK,13542
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[13]:D,15999
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[13]:Q,13542
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[13]:SLn,2649
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNIKG968[15]:B,13227
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNIKG968[15]:FCI,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNIKG968[15]:FCO,6647
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rbinaddr_RNIKG968[15]:S,6799
top_sb_0/COREAXI_0/genblk3.master_stage0/wr_wdcntr[3]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/wr_wdcntr[3]:CLK,14036
top_sb_0/COREAXI_0/genblk3.master_stage0/wr_wdcntr[3]:D,12306
top_sb_0/COREAXI_0/genblk3.master_stage0/wr_wdcntr[3]:Q,14036
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARLEN_IS_int[0]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARLEN_IS_int[0]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARLEN_IS_int[0]:D,17375
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_ra_channel/genblk1.inst_rdmatrix_4Mto1S/genblk1.ARLEN_IS_int[0]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/RD_DATA_d1[21]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/RD_DATA_d1[21]:CLK,17237
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/RD_DATA_d1[21]:D,18387
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/RD_DATA_d1[21]:EN,18324
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/RD_DATA_d1[21]:Q,17237
ip_interface_inst:B,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_27:A,13407
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_27:B,17314
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST_RNO_27:Y,13407
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[18]:A,14781
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[18]:B,13375
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[18]:C,11022
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[18]:D,9552
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_RNO[18]:Y,9552
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_s_26:B,16150
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_s_26:FCI,11710
top_sb_0/MSS_SMC_0/raddr_reg_9_enl_0_s_26:S,11710
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:ALn,16494
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:CLK,6190
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:D,16913
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:EN,354
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/regHWRITE:Q,6190
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIB8851[4]:A,16351
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIB8851[4]:B,15587
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIB8851[4]:C,16475
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIB8851[4]:Y,15587
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/actable_shift_57[3]:A,17038
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/actable_shift_57[3]:B,16310
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/actable_shift_57[3]:C,12787
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/actable_shift_57[3]:Y,12787
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/ARADDR_IS16_gated_r[26]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/ARADDR_IS16_gated_r[26]:CLK,16416
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/ARADDR_IS16_gated_r[26]:D,18647
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/ARADDR_IS16_gated_r[26]:Q,16416
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI2A0O[45]:A,14915
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI2A0O[45]:B,14150
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI2A0O[45]:C,15038
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI2A0O[45]:Y,14150
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[44]:A,15587
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[44]:B,13278
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[44]:C,9863
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[44]:D,10708
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[44]:Y,9863
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIQJIU[12]:A,16352
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIQJIU[12]:B,15587
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIQJIU[12]:C,16475
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNIQJIU[12]:Y,15587
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_152:IPB,
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[0]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[0]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[0]:D,16212
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/waddr_gray[0]:Q,18655
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_i_0_a2_3:A,8143
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_i_0_a2_3:B,8086
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_i_0_a2_3:C,7998
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_i_0_a2_3:D,7887
top_sb_0/CoreAHBLite_0/matrix4x16/masterstage_0/default_slave_sm/defSlaveSMNextState_i_0_a2_3:Y,7887
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI190O[44]:A,14915
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI190O[44]:B,14150
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI190O[44]:C,15038
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r_RNI190O[44]:Y,14150
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_188:IPA,
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/U_RDCH_RAM/mem1_mem1_0_0/FF_9:IPENn,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_6:IPB,
top_sb_0/MSS_SMC_0/CoreSDR_0/r_req_in:A,9746
top_sb_0/MSS_SMC_0/CoreSDR_0/r_req_in:B,13986
top_sb_0/MSS_SMC_0/CoreSDR_0/r_req_in:Y,9746
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_1/FF_8:IPENn,
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/pcable_shift[7]:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/pcable_shift[7]:CLK,17645
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/pcable_shift[7]:D,17231
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.1.openbank_r1_i/pcable_shift[7]:Q,17645
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_1/FF_30:IPENn,
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31_RNO[0]:A,17633
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31_RNO[0]:B,17527
top_sb_0/COREAHBLTOAXI_0/U_AHBAccCntrl/wait_count_xhdl31_RNO[0]:Y,17527
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[7]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[7]:CLK,13428
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[7]:D,16113
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[7]:Q,13428
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[7]:SLn,2649
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[26]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[26]:CLK,13789
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[26]:D,15752
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[26]:Q,13789
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wbinaddr[26]:SLn,2649
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/active_int:ALn,16494
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/active_int:CLK,13962
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/active_int:D,18392
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/active_int:EN,16250
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.2.openbank_r1_i/active_int:Q,13962
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wgraynext[9]:A,12366
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wgraynext[9]:B,12325
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/wgraynext[9]:Y,12325
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv_0[10]:A,12490
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv_0[10]:B,12116
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv_0[10]:C,16323
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv_0[10]:D,14150
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv_0[10]:Y,12116
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_154:IPB,
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/pcable_int_RNO:A,17637
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/pcable_int_RNO:B,16427
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/pcable_int_RNO:C,16323
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/pcable_int_RNO:D,17246
top_sb_0/MSS_SMC_0/CoreSDR_0/fastinit_1/fastsdram_1/openbank_gen.3.openbank_r1_i/pcable_int_RNO:Y,16323
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[18]:ALn,16494
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[18]:CLK,14363
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[18]:D,18655
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[18]:Q,14363
top_sb_0/COREAXI_0/genblk23.slave_stage16/genblk1.ARADDR_S[18]:SLn,16852
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_251:IPB,
top_sb_0/MSS_SMC_0/RDATA_reg[57]:ALn,16494
top_sb_0/MSS_SMC_0/RDATA_reg[57]:CLK,17485
top_sb_0/MSS_SMC_0/RDATA_reg[57]:D,17105
top_sb_0/MSS_SMC_0/RDATA_reg[57]:EN,18286
top_sb_0/MSS_SMC_0/RDATA_reg[57]:Q,17485
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[57]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[57]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[57]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[57]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[57]:SLn,16176
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[60]:A,15571
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[60]:B,12168
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[60]:C,10905
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[60]:D,10715
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[60]:Y,10715
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un1_burstcount_load_1:A,7163
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un1_burstcount_load_1:B,9569
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un1_burstcount_load_1:C,7004
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/un1_burstcount_load_1:Y,7004
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[50]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[50]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[50]:D,10715
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[50]:EN,16416
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk4.WDATA_M_INPFF1[50]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_1/CFG_32:C,18667
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem1_mem1_0_1/CFG_32:IPC,18667
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr[2]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr[2]:CLK,12949
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr[2]:D,17244
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr[2]:Q,12949
top_sb_0/COREAHBLTOAXI_0/U_RdChannelFifo/rbinaddr[2]:SLn,2649
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[25]:ALn,16494
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[25]:CLK,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[25]:D,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[25]:Q,18655
top_sb_0/COREAXI_0/genblk3.master_stage0/genblk8.RDATA_M_int[25]:SLn,16176
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_11:B,18697
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_11:IPB,18697
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/U_WRCH_RAM/mem2_mem2_0_0/CFG_11:IPC,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[7]:A,9883
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[7]:B,9845
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rgraynext[7]:Y,9845
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[20]:A,10952
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[20]:B,11824
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[20]:C,8302
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[20]:D,9552
top_sb_0/MSS_SMC_0/raddr_reg_9_enl[20]:Y,8302
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[17]:A,15571
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[17]:B,12168
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[17]:C,11093
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[17]:D,11844
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/WDATA_2_iv[17]:Y,11093
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNI4UV54_0[0]:A,16421
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNI4UV54_0[0]:B,15848
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNI4UV54_0[0]:C,14225
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNI4UV54_0[0]:D,8832
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/MASTERADDRINPROG_i_0_0_RNI4UV54_0[0]:Y,8832
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_a2_3[2]:A,-245
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_a2_3[2]:B,-280
top_sb_0/CoreAHBLite_0/matrix4x16/slavestage_10/slave_arbiter/arbRegSMCurrentState_ns_i_0_a2_3[2]:Y,-280
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[44]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[44]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[44]:D,14588
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/inst_matrix_m0/inst_rd_channel/inst_rdmatrix_16Sto1M/RDATA_IM[44]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[43]:ALn,16494
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[43]:CLK,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[43]:D,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[43]:Q,18655
top_sb_0/COREAXI_0/genblk2.u_interconnect_ntom/genblk20.inst_matrix_S16/inst_wd_channel/genblk5.WDATA_IS[43]:SLn,9115
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPA,
top_sb_0/top_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_39:IPB,
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[62]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[62]:CLK,15090
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[62]:D,18380
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[62]:EN,17637
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/rddata_r[62]:Q,15090
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[23]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[23]:CLK,17739
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[23]:D,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[23]:EN,16767
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/rdch_write_data_r[23]:Q,17739
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[7]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[7]:CLK,18655
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[7]:D,9845
top_sb_0/COREAHBLTOAXI_0/U_WrChannelFifo/raddr_gray[7]:Q,18655
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[9]:ALn,16494
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[9]:CLK,11580
top_sb_0/COREAHBLTOAXI_0/U_AXIAccCntrl/axi_wstrb[9]:D,10231
